Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate
COF,CAPITAL ONE FINANCIAL CORP,Financials,Equity,"10,855,763.64",0.11,"10,855,763.64","104,162.00",104.22,United States,New York Stock Exchange Inc.,USD,1.00
WMB,WILLIAMS INC,Energy,Equity,"10,855,277.28",0.11,"10,855,277.28","321,924.00",33.72,United States,New York Stock Exchange Inc.,USD,1.00
LNG,CHENIERE ENERGY INC,Energy,Equity,"10,852,791.84",0.11,"10,852,791.84","66,844.00",162.36,United States,Nyse Mkt Llc,USD,1.00
SYY,SYSCO CORP,Consumer Staples,Equity,"10,770,639.74",0.10,"10,770,639.74","133,333.00",80.78,United States,New York Stock Exchange Inc.,USD,1.00
FCX,FREEPORT MCMORAN INC,Materials,Equity,"10,720,124.90",0.10,"10,720,124.90","378,803.00",28.30,United States,New York Stock Exchange Inc.,USD,1.00
XEL,XCEL ENERGY INC,Utilities,Equity,"10,684,978.36",0.10,"10,684,978.36","143,596.00",74.41,United States,NASDAQ,USD,1.00
O,REALTY INCOME REIT CORP,Real Estate,Equity,"10,677,488.29",0.10,"10,677,488.29","157,741.00",67.69,United States,New York Stock Exchange Inc.,USD,1.00
MSI,MOTOROLA SOLUTIONS INC,Information Technology,Equity,"10,569,867.20",0.10,"10,569,867.20","43,360.00",243.77,United States,New York Stock Exchange Inc.,USD,1.00
ECL,ECOLAB INC,Materials,Equity,"10,531,007.64",0.10,"10,531,007.64","65,151.00",161.64,United States,New York Stock Exchange Inc.,USD,1.00
IQV,IQVIA HOLDINGS INC,Health Care,Equity,"10,330,252.92",0.10,"10,330,252.92","49,842.00",207.26,United States,New York Stock Exchange Inc.,USD,1.00
PAYX,PAYCHEX INC,Information Technology,Equity,"10,260,903.90",0.10,"10,260,903.90","84,871.00",120.90,United States,NASDAQ,USD,1.00
TRV,TRAVELERS COMPANIES INC,Financials,Equity,"10,229,111.70",0.10,"10,229,111.70","62,871.00",162.70,United States,New York Stock Exchange Inc.,USD,1.00
MRVL,MARVELL TECHNOLOGY INC,Information Technology,Equity,"10,212,167.68",0.10,"10,212,167.68","223,168.00",45.76,United States,NASDAQ,USD,1.00
A,AGILENT TECHNOLOGIES INC,Health Care,Equity,"10,163,225.94",0.10,"10,163,225.94","79,394.00",128.01,United States,New York Stock Exchange Inc.,USD,1.00
JCI,JOHNSON CONTROLS INTERNATIONAL PLC,Industrials,Equity,"10,013,363.14",0.10,"10,013,363.14","182,426.00",54.89,United States,New York Stock Exchange Inc.,USD,1.00
AFL,AFLAC INC,Financials,Equity,"9,964,765.80",0.10,"9,964,765.80","167,757.00",59.40,United States,New York Stock Exchange Inc.,USD,1.00
STZ,CONSTELLATION BRANDS INC CLASS A,Consumer Staples,Equity,"9,959,273.75",0.10,"9,959,273.75","40,675.00",244.85,United States,New York Stock Exchange Inc.,USD,1.00
AJG,ARTHUR J GALLAGHER,Financials,Equity,"9,848,608.84",0.10,"9,848,608.84","54,572.00",180.47,United States,New York Stock Exchange Inc.,USD,1.00
KMI,KINDER MORGAN INC,Energy,Equity,"9,675,056.86",0.09,"9,675,056.86","531,013.00",18.22,United States,New York Stock Exchange Inc.,USD,1.00
ENPH,ENPHASE ENERGY INC,Information Technology,Equity,"9,634,333.61",0.09,"9,634,333.61","34,523.00",279.07,United States,NASDAQ,USD,1.00
TT,TRANE TECHNOLOGIES PLC,Industrials,Equity,"9,581,326.92",0.09,"9,581,326.92","61,644.00",155.43,United States,New York Stock Exchange Inc.,USD,1.00
CRWD,CROWDSTRIKE HOLDINGS INC CLASS A,Information Technology,Equity,"9,550,798.35",0.09,"9,550,798.35","55,383.00",172.45,United States,NASDAQ,USD,1.00
DOW,DOW INC,Materials,Equity,"9,505,242.15",0.09,"9,505,242.15","192,765.00",49.31,United States,New York Stock Exchange Inc.,USD,1.00
MSCI,MSCI INC,Financials,Equity,"9,416,378.25",0.09,"9,416,378.25","20,835.00",451.95,United States,New York Stock Exchange Inc.,USD,1.00
PRU,PRUDENTIAL FINANCIAL INC,Financials,Equity,"9,407,394.60",0.09,"9,407,394.60","99,140.00",94.89,United States,New York Stock Exchange Inc.,USD,1.00
CTAS,CINTAS CORP,Industrials,Equity,"9,333,170.00",0.09,"9,333,170.00","23,000.00",405.79,United States,NASDAQ,USD,1.00
EA,ELECTRONIC ARTS INC,Communication,Equity,"9,270,785.43",0.09,"9,270,785.43","73,971.00",125.33,United States,NASDAQ,USD,1.00
LULU,LULULEMON ATHLETICA INC,Consumer Discretionary,Equity,"9,201,096.79",0.09,"9,201,096.79","29,287.00",314.17,United States,NASDAQ,USD,1.00
NUE,NUCOR CORP,Materials,Equity,"9,187,687.34",0.09,"9,187,687.34","70,253.00",130.78,United States,New York Stock Exchange Inc.,USD,1.00
ED,CONSOLIDATED EDISON INC,Utilities,Equity,"9,178,532.96",0.09,"9,178,532.96","93,202.00",98.48,United States,New York Stock Exchange Inc.,USD,1.00
HLT,HILTON WORLDWIDE HOLDINGS INC,Consumer Discretionary,Equity,"9,138,483.20",0.09,"9,138,483.20","71,680.00",127.49,United States,New York Stock Exchange Inc.,USD,1.00
GPN,GLOBAL PAYMENTS INC,Information Technology,Equity,"9,130,452.15",0.09,"9,130,452.15","73,603.00",124.05,United States,New York Stock Exchange Inc.,USD,1.00
MCHP,MICROCHIP TECHNOLOGY INC,Information Technology,Equity,"9,113,140.50",0.09,"9,113,140.50","141,289.00",64.50,United States,NASDAQ,USD,1.00
WELL,WELLTOWER,Real Estate,Equity,"9,096,566.80",0.09,"9,096,566.80","119,960.00",75.83,United States,New York Stock Exchange Inc.,USD,1.00
SQ,BLOCK INC CLASS A,Information Technology,Equity,"9,061,208.64",0.09,"9,061,208.64","136,608.00",66.33,United States,New York Stock Exchange Inc.,USD,1.00
SBAC,SBA COMMUNICATIONS REIT CORP CLASS,Real Estate,Equity,"8,981,477.25",0.09,"8,981,477.25","28,225.00",318.21,United States,NASDAQ,USD,1.00
PH,PARKER-HANNIFIN CORP,Industrials,Equity,"8,914,199.85",0.09,"8,914,199.85","33,655.00",264.87,United States,New York Stock Exchange Inc.,USD,1.00
HES,HESS CORP,Energy,Equity,"8,892,205.04",0.09,"8,892,205.04","73,544.00",120.91,United States,New York Stock Exchange Inc.,USD,1.00
SNOW,SNOWFLAKE CLASS A,Information Technology,Equity,"8,892,956.93",0.09,"8,892,956.93","51,857.00",171.49,United States,New York Stock Exchange Inc.,USD,1.00
DLR,DIGITAL REALTY TRUST REIT INC,Real Estate,Equity,"8,878,569.92",0.09,"8,878,569.92","75,064.00",118.28,United States,New York Stock Exchange Inc.,USD,1.00
CARR,CARRIER GLOBAL CORP,Industrials,Equity,"8,862,516.12",0.09,"8,862,516.12","223,914.00",39.58,United States,New York Stock Exchange Inc.,USD,1.00
ALL,ALLSTATE CORP,Financials,Equity,"8,808,757.76",0.09,"8,808,757.76","72,512.00",121.48,United States,New York Stock Exchange Inc.,USD,1.00
NEM,NEWMONT,Materials,Equity,"8,714,530.44",0.08,"8,714,530.44","209,132.00",41.67,United States,New York Stock Exchange Inc.,USD,1.00
SPG,SIMON PROPERTY GROUP REIT INC,Real Estate,Equity,"8,671,014.09",0.08,"8,671,014.09","86,253.00",100.53,United States,New York Stock Exchange Inc.,USD,1.00
MNST,MONSTER BEVERAGE CORP,Consumer Staples,Equity,"8,664,518.14",0.08,"8,664,518.14","98,026.00",88.39,United States,NASDAQ,USD,1.00
HSY,HERSHEY FOODS,Consumer Staples,Equity,"8,618,307.30",0.08,"8,618,307.30","38,466.00",224.05,United States,New York Stock Exchange Inc.,USD,1.00
KDP,KEURIG DR PEPPER INC,Consumer Staples,Equity,"8,531,572.92",0.08,"8,531,572.92","225,524.00",37.83,United States,NASDAQ,USD,1.00
WEC,WEC ENERGY GROUP INC,Utilities,Equity,"8,529,021.98",0.08,"8,529,021.98","82,798.00",103.01,United States,New York Stock Exchange Inc.,USD,1.00
MTB,M&T BANK CORP,Financials,Equity,"8,503,564.50",0.08,"8,503,564.50","47,046.00",180.75,United States,New York Stock Exchange Inc.,USD,1.00
DXCM,DEXCOM INC,Health Care,Equity,"8,492,740.00",0.08,"8,492,740.00","103,570.00",82.00,United States,NASDAQ,USD,1.00
YUM,YUM BRANDS INC,Consumer Discretionary,Equity,"8,477,935.26",0.08,"8,477,935.26","75,199.00",112.74,United States,New York Stock Exchange Inc.,USD,1.00
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS COR,Information Technology,Equity,"8,474,137.48",0.08,"8,474,137.48","135,956.00",62.33,United States,NASDAQ,USD,1.00
PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,Equity,"8,401,440.52",0.08,"8,401,440.52","131,252.00",64.01,United States,New York Stock Exchange Inc.,USD,1.00
TEAM,ATLASSIAN PLC CLASS A,Information Technology,Equity,"8,401,285.74",0.08,"8,401,285.74","36,147.00",232.42,United States,NASDAQ,USD,1.00
TDG,TRANSDIGM GROUP INC,Industrials,Equity,"8,341,048.80",0.08,"8,341,048.80","13,874.00",601.20,United States,New York Stock Exchange Inc.,USD,1.00
KR,KROGER,Consumer Staples,Equity,"8,334,318.70",0.08,"8,334,318.70","172,090.00",48.43,United States,New York Stock Exchange Inc.,USD,1.00
FTNT,FORTINET INC,Information Technology,Equity,"8,331,498.00",0.08,"8,331,498.00","171,430.00",48.60,United States,NASDAQ,USD,1.00
VICI,VICI PPTYS INC,Real Estate,Equity,"8,317,193.94",0.08,"8,317,193.94","254,582.00",32.67,United States,New York Stock Exchange Inc.,USD,1.00
RMD,RESMED INC,Health Care,Equity,"8,257,995.30",0.08,"8,257,995.30","38,235.00",215.98,United States,New York Stock Exchange Inc.,USD,1.00
ILMN,ILLUMINA INC,Health Care,Equity,"8,157,884.49",0.08,"8,157,884.49","41,607.00",196.07,United States,NASDAQ,USD,1.00
WDAY,WORKDAY INC CLASS A,Information Technology,Equity,"8,157,834.24",0.08,"8,157,834.24","51,456.00",158.54,United States,NASDAQ,USD,1.00
ES,EVERSOURCE ENERGY,Utilities,Equity,"8,134,453.35",0.08,"8,134,453.35","90,837.00",89.55,United States,New York Stock Exchange Inc.,USD,1.00
WBD,WARNER BROS. DISCOVERY INC SERIES,Communication,Equity,"8,078,289.12",0.08,"8,078,289.12","618,552.00",13.06,United States,NASDAQ,USD,1.00
ALB,ALBEMARLE CORP,Materials,Equity,"8,034,709.96",0.08,"8,034,709.96","30,917.00",259.88,United States,New York Stock Exchange Inc.,USD,1.00
OTIS,OTIS WORLDWIDE CORP,Industrials,Equity,"8,001,585.24",0.08,"8,001,585.24","111,567.00",71.72,United States,New York Stock Exchange Inc.,USD,1.00
ROST,ROSS STORES INC,Consumer Discretionary,Equity,"7,946,285.31",0.08,"7,946,285.31","90,929.00",87.39,United States,NASDAQ,USD,1.00
BK,BANK OF NEW YORK MELLON CORP,Financials,Equity,"7,915,106.56",0.08,"7,915,106.56","192,488.00",41.12,United States,New York Stock Exchange Inc.,USD,1.00
CMI,CUMMINS INC,Industrials,Equity,"7,853,412.91",0.08,"7,853,412.91","36,893.00",212.87,United States,New York Stock Exchange Inc.,USD,1.00
KEYS,KEYSIGHT TECHNOLOGIES INC,Information Technology,Equity,"7,847,735.82",0.08,"7,847,735.82","48,066.00",163.27,United States,New York Stock Exchange Inc.,USD,1.00
PCAR,PACCAR INC,Industrials,Equity,"7,806,857.48",0.08,"7,806,857.48","90,284.00",86.47,United States,NASDAQ,USD,1.00
AMP,AMERIPRISE FINANCE INC,Financials,Equity,"7,739,353.86",0.08,"7,739,353.86","28,833.00",268.42,United States,New York Stock Exchange Inc.,USD,1.00
PPG,PPG INDUSTRIES INC,Materials,Equity,"7,735,618.80",0.07,"7,735,618.80","62,505.00",123.76,United States,New York Stock Exchange Inc.,USD,1.00
RSG,REPUBLIC SERVICES INC,Industrials,Equity,"7,724,653.42",0.07,"7,724,653.42","54,098.00",142.79,United States,New York Stock Exchange Inc.,USD,1.00
FAST,FASTENAL,Industrials,Equity,"7,686,681.94",0.07,"7,686,681.94","152,302.00",50.47,United States,NASDAQ,USD,1.00
ON,ON SEMICONDUCTOR CORP,Information Technology,Equity,"7,665,557.97",0.07,"7,665,557.97","113,547.00",67.51,United States,NASDAQ,USD,1.00
ANET,ARISTA NETWORKS INC,Information Technology,Equity,"7,663,091.70",0.07,"7,663,091.70","65,329.00",117.30,United States,New York Stock Exchange Inc.,USD,1.00
HPQ,HP INC,Information Technology,Equity,"7,631,210.52",0.07,"7,631,210.52","276,093.00",27.64,United States,New York Stock Exchange Inc.,USD,1.00
DLTR,DOLLAR TREE INC,Consumer Discretionary,Equity,"7,607,506.00",0.07,"7,607,506.00","55,700.00",136.58,United States,NASDAQ,USD,1.00
IDXX,IDEXX LABORATORIES INC,Health Care,Equity,"7,586,952.78",0.07,"7,586,952.78","22,066.00",343.83,United States,NASDAQ,USD,1.00
TWTR,TWITTER INC,Communication,Equity,"7,574,724.92",0.07,"7,574,724.92","196,084.00",38.63,United States,New York Stock Exchange Inc.,USD,1.00
BIIB,BIOGEN INC,Health Care,Equity,"7,538,725.71",0.07,"7,538,725.71","38,457.00",196.03,United States,NASDAQ,USD,1.00
VRSK,VERISK ANALYTICS INC,Industrials,Equity,"7,514,965.44",0.07,"7,514,965.44","40,672.00",184.77,United States,NASDAQ,USD,1.00
BAX,BAXTER INTERNATIONAL INC,Health Care,Equity,"7,477,616.30",0.07,"7,477,616.30","133,030.00",56.21,United States,New York Stock Exchange Inc.,USD,1.00
AVB,AVALONBAY COMMUNITIES REIT INC,Real Estate,Equity,"7,453,583.06",0.07,"7,453,583.06","36,806.00",202.51,United States,New York Stock Exchange Inc.,USD,1.00
KKR,KKR AND CO INC,Financials,Equity,"7,448,717.75",0.07,"7,448,717.75","151,243.00",49.25,United States,New York Stock Exchange Inc.,USD,1.00
CSGP,COSTAR GROUP INC,Industrials,Equity,"7,334,775.63",0.07,"7,334,775.63","103,467.00",70.89,United States,NASDAQ,USD,1.00
DD,DUPONT DE NEMOURS INC,Materials,Equity,"7,329,516.48",0.07,"7,329,516.48","133,848.00",54.76,United States,New York Stock Exchange Inc.,USD,1.00
DFS,DISCOVER FINANCIAL SERVICES,Financials,Equity,"7,315,056.88",0.07,"7,315,056.88","73,496.00",99.53,United States,New York Stock Exchange Inc.,USD,1.00
ODFL,OLD DOMINION FREIGHT LINE INC,Industrials,Equity,"7,269,902.15",0.07,"7,269,902.15","26,705.00",272.23,United States,NASDAQ,USD,1.00
ROK,ROCKWELL AUTOMATION INC,Industrials,Equity,"7,263,589.18",0.07,"7,263,589.18","30,518.00",238.01,United States,New York Stock Exchange Inc.,USD,1.00
IFF,INTERNATIONAL FLAVORS & FRAGRANCES,Materials,Equity,"7,230,324.99",0.07,"7,230,324.99","67,053.00",107.83,United States,New York Stock Exchange Inc.,USD,1.00
EQR,EQUITY RESIDENTIAL REIT,Real Estate,Equity,"7,191,441.00",0.07,"7,191,441.00","97,445.00",73.80,United States,New York Stock Exchange Inc.,USD,1.00
HAL,HALLIBURTON,Energy,Equity,"7,184,784.13",0.07,"7,184,784.13","239,413.00",30.01,United States,New York Stock Exchange Inc.,USD,1.00
AME,AMETEK INC,Industrials,Equity,"7,130,600.28",0.07,"7,130,600.28","60,516.00",117.83,United States,New York Stock Exchange Inc.,USD,1.00
TTD,TRADE DESK INC CLASS A,Information Technology,Equity,"7,093,963.14",0.07,"7,093,963.14","115,782.00",61.27,United States,NASDAQ,USD,1.00
OKE,ONEOK INC,Energy,Equity,"7,089,981.15",0.07,"7,089,981.15","117,093.00",60.55,United States,New York Stock Exchange Inc.,USD,1.00
AWK,AMERICAN WATER WORKS INC,Utilities,Equity,"7,054,659.36",0.07,"7,054,659.36","47,628.00",148.12,United States,New York Stock Exchange Inc.,USD,1.00
MTD,METTLER TOLEDO INC,Health Care,Equity,"7,026,717.60",0.07,"7,026,717.60","5,880.00","1,195.02",United States,New York Stock Exchange Inc.,USD,1.00
FRC,FIRST REPUBLIC BANK,Financials,Equity,"6,995,625.00",0.07,"6,995,625.00","46,875.00",149.24,United States,New York Stock Exchange Inc.,USD,1.00
TROW,T ROWE PRICE GROUP INC,Financials,Equity,"6,994,367.36",0.07,"6,994,367.36","59,104.00",118.34,United States,NASDAQ,USD,1.00
CEG,CONSTELLATION ENERGY CORP,Utilities,Equity,"6,975,749.22",0.07,"6,975,749.22","86,046.00",81.07,United States,NASDAQ,USD,1.00
EXR,EXTRA SPACE STORAGE REIT INC,Real Estate,Equity,"6,954,064.00",0.07,"6,954,064.00","34,840.00",199.60,United States,New York Stock Exchange Inc.,USD,1.00
KHC,KRAFT HEINZ,Consumer Staples,Equity,"6,815,417.70",0.07,"6,815,417.70","182,670.00",37.31,United States,NASDAQ,USD,1.00
DTE,DTE ENERGY,Utilities,Equity,"6,710,827.22",0.07,"6,710,827.22","51,173.00",131.14,United States,New York Stock Exchange Inc.,USD,1.00
GWW,WW GRAINGER INC,Industrials,Equity,"6,688,153.64",0.06,"6,688,153.64","12,044.00",555.31,United States,New York Stock Exchange Inc.,USD,1.00
EIX,EDISON INTERNATIONAL,Utilities,Equity,"6,675,031.20",0.06,"6,675,031.20","98,220.00",67.96,United States,New York Stock Exchange Inc.,USD,1.00
CBRE,CBRE GROUP INC CLASS A,Real Estate,Equity,"6,660,499.02",0.06,"6,660,499.02","86,343.00",77.14,United States,New York Stock Exchange Inc.,USD,1.00
WBA,WALGREEN BOOTS ALLIANCE INC,Consumer Staples,Equity,"6,642,046.40",0.06,"6,642,046.40","188,320.00",35.27,United States,NASDAQ,USD,1.00
WY,WEYERHAEUSER REIT,Real Estate,Equity,"6,635,471.70",0.06,"6,635,471.70","195,910.00",33.87,United States,New York Stock Exchange Inc.,USD,1.00
APO,APOLLO GLOBAL MANAGEMENT INC,Financials,Equity,"6,621,780.00",0.06,"6,621,780.00","120,396.00",55.00,United States,New York Stock Exchange Inc.,USD,1.00
DDOG,DATADOG INC CLASS A,Information Technology,Equity,"6,593,567.98",0.06,"6,593,567.98","68,017.00",96.94,United States,NASDAQ,USD,1.00
GLW,CORNING INC,Information Technology,Equity,"6,580,009.80",0.06,"6,580,009.80","198,492.00",33.15,United States,New York Stock Exchange Inc.,USD,1.00
CPRT,COPART INC,Industrials,Equity,"6,567,171.60",0.06,"6,567,171.60","56,419.00",116.40,United States,NASDAQ,USD,1.00
ALNY,ALNYLAM PHARMACEUTICALS INC,Health Care,Equity,"6,561,045.75",0.06,"6,561,045.75","31,935.00",205.45,United States,NASDAQ,USD,1.00
APTV,APTIV PLC,Consumer Discretionary,Equity,"6,517,433.87",0.06,"6,517,433.87","71,377.00",91.31,United States,New York Stock Exchange Inc.,USD,1.00
STT,STATE STREET CORP,Financials,Equity,"6,503,168.16",0.06,"6,503,168.16","96,087.00",67.68,United States,New York Stock Exchange Inc.,USD,1.00
EBAY,EBAY INC,Consumer Discretionary,Equity,"6,496,520.80",0.06,"6,496,520.80","147,280.00",44.11,United States,NASDAQ,USD,1.00
ARE,ALEXANDRIA REAL ESTATE EQUITIES RE,Real Estate,Equity,"6,439,850.19",0.06,"6,439,850.19","42,821.00",150.39,United States,New York Stock Exchange Inc.,USD,1.00
AEE,AMEREN CORP,Utilities,Equity,"6,343,308.87",0.06,"6,343,308.87","68,259.00",92.93,United States,New York Stock Exchange Inc.,USD,1.00
VMW,VMWARE CLASS A INC,Information Technology,Equity,"6,327,874.26",0.06,"6,327,874.26","54,711.00",115.66,United States,New York Stock Exchange Inc.,USD,1.00
CTRA,COTERRA ENERGY INC,Energy,Equity,"6,263,452.09",0.06,"6,263,452.09","208,019.00",30.11,United States,New York Stock Exchange Inc.,USD,1.00
FANG,DIAMONDBACK ENERGY INC,Energy,Equity,"6,261,233.77",0.06,"6,261,233.77","46,771.00",133.87,United States,NASDAQ,USD,1.00
VEEV,VEEVA SYSTEMS INC CLASS A,Health Care,Equity,"6,236,029.33",0.06,"6,236,029.33","36,689.00",169.97,United States,New York Stock Exchange Inc.,USD,1.00
ETR,ENTERGY CORP,Utilities,Equity,"6,173,373.96",0.06,"6,173,373.96","53,118.00",116.22,United States,New York Stock Exchange Inc.,USD,1.00
BKR,BAKER HUGHES CLASS A,Energy,Equity,"6,151,230.72",0.06,"6,151,230.72","243,324.00",25.28,United States,NASDAQ,USD,1.00
SIVB,SVB FINANCIAL GROUP,Financials,Equity,"6,088,886.10",0.06,"6,088,886.10","15,411.00",395.10,United States,NASDAQ,USD,1.00
FITB,FIFTH THIRD BANCORP,Financials,Equity,"6,082,754.86",0.06,"6,082,754.86","180,658.00",33.67,United States,NASDAQ,USD,1.00
DHI,D R HORTON INC,Consumer Discretionary,Equity,"6,062,017.88",0.06,"6,062,017.88","84,926.00",71.38,United States,New York Stock Exchange Inc.,USD,1.00
CDW,CDW CORP,Information Technology,Equity,"6,026,402.50",0.06,"6,026,402.50","35,765.00",168.50,United States,NASDAQ,USD,1.00
EPAM,EPAM SYSTEMS INC,Information Technology,Equity,"5,979,739.26",0.06,"5,979,739.26","14,509.00",412.14,United States,New York Stock Exchange Inc.,USD,1.00
EFX,EQUIFAX INC,Industrials,Equity,"5,969,437.50",0.06,"5,969,437.50","31,837.00",187.50,United States,New York Stock Exchange Inc.,USD,1.00
